name,barnaba,clarna,dssr,fred,maxit,metbp,mc,rnapolis,rnaview
377D_1_A-B,6,3,6,6,6,6,6,6,6
397D_1_A-B,11,11,11,11,11,11,11,11,11
3A6P_1_E-D,23,21,22,20,18,20,18,21,22
3ADD_1_C,40,33,38,30,36,32,37,40,35
3ADL_1_B-C,10,8,10,9,10,9,10,11,9
3AGV_1_S,2,1,0,1,0,1,1,1,1
3AL0_1_E,35,30,33,29,25,30,29,32,27
3AM1_1_B,39,35,35,32,32,33,33,38,32
3AMU_1_B,32,26,30,23,21,27,23,28,27
3AVU_1_T-G,9,4,7,5,3,6,4,7,7
3AVW_1_T-G,8,8,8,8,8,8,8,8,8
3AVX_1_T-G,10,9,9,9,9,9,9,10,9
3AVY_1_T-G,13,3,7,1,3,1,2,5,5
3BBM_1_B-C-A,33,27,28,23,23,26,29,28,25
3BNN_1_C-D,17,16,16,14,14,14,16,16,16
3BNR_1_C-D,17,16,16,15,14,15,16,17,16
3BT7_1_D,6,6,6,6,6,6,6,7,6
3C3Z_1_A-B,18,18,18,18,18,18,18,18,18
3CGP_1_B-A,10,10,10,10,10,10,10,10,10
3CGR_1_B-A,10,10,10,10,10,10,10,10,10
3CGS_1_B-A,10,10,10,10,10,10,10,11,10
3CJZ_1_A-B,10,10,10,10,10,10,10,10,10
3CUL_1_C,35,30,31,30,28,30,30,36,31
3D0U_1_A,85,78,79,74,70,73,79,82,72
3D2V_1_A,48,31,34,34,26,32,34,38,29
3DD2_1_B,3,2,2,2,1,2,1,3,1
3DH3_1_F-E,18,16,16,14,13,15,17,16,13
3DIL_1_A,93,84,87,80,77,81,87,87,78
3E5C_1_A,23,21,22,20,19,21,21,22,22
3EGZ_1_B,28,24,26,20,17,20,24,26,25
3EPH_1_E,35,28,33,23,23,28,29,33,28
3EQT_1_C-D,8,8,8,8,8,8,8,9,8
3F2X_1_X,50,46,49,43,37,46,41,50,46
3FOZ_1_D,35,28,30,26,21,27,25,33,23
3FS0_1_B-A,8,8,8,8,8,8,8,8,8
3FTE_1_C-D,24,21,22,19,18,20,19,23,20
3FTF_1_C-D,22,20,21,19,19,19,19,20,20
3FTM_1_D-C,10,9,10,9,9,9,10,9,10
3G9C_1_Q,69,47,53,40,38,46,45,55,49
3G9Y_1_C,1,1,0,1,0,0,1,1,0
3GLP_1_B-A,8,7,8,6,6,6,8,4,6
3GM7_1_G-H,18,14,18,12,12,12,17,13,12
3GS5_1_A,12,11,11,10,7,9,11,10,10
3GS5_1_C,17,15,17,13,12,15,17,16,15
3GVN_1_A-B,7,7,7,7,7,7,7,7,7
3H5X_1_T-P,7,7,7,7,7,7,7,7,7
3HAX_1_E,21,19,21,18,19,20,19,21,19
3HHN_1_E,67,55,55,55,46,54,50,59,51
3HJW_1_D,19,18,20,17,18,19,18,20,18
3IAB_1_R,16,13,14,12,12,12,12,13,14
3IBK_1_A,4,3,3,3,3,4,3,4,3
3IBK_1_B,4,3,3,3,3,3,3,3,3
3ICE_1_G,1,0,0,0,0,0,0,0,0
3IEV_1_D,2,0,0,0,0,0,0,1,0
3IGI_1_A,211,178,184,160,146,165,162,188,164
3IVN_1_A,40,32,35,31,26,32,30,33,30
3JCS_1_3,105,52,75,35,40,48,49,62,58
3JCS_1_5,39,27,33,19,18,21,24,37,26
3JCS_1_6,18,5,9,2,2,5,4,8,6
3JXQ_1_L-K,4,4,4,4,4,4,4,4,4
3K1V_1_A,22,17,19,13,10,16,13,15,14
3KFU_1_L,33,30,32,29,24,28,29,34,26
3KMQ_1_B-C,6,5,5,5,4,4,5,5,5
3KNA_1_B-C,7,4,6,4,3,5,4,5,5
3KOA_1_B-C,4,3,4,2,2,3,5,4,4
3KS8_1_E-F,18,18,18,18,18,18,18,18,18
3L25_1_C-F,8,8,8,8,8,8,8,8,8
3LA5_1_A,44,34,35,34,27,33,33,36,32
3LOA_1_B-A,18,17,19,15,15,15,18,17,16
3LQX_1_B,21,21,19,20,18,18,18,20,21
3LRR_1_C-D,11,10,10,9,10,10,7,10,10
3MDG_1_C,1,1,0,1,0,1,1,1,1
3MDI_1_C,1,1,0,1,0,1,1,1,0
3MEI_1_A-B,19,19,19,18,17,18,18,19,18
3MIJ_1_A,4,3,4,3,3,3,3,4,3
3MJA_1_B,11,10,11,9,10,9,9,10,10
3MOJ_1_A,37,27,29,22,22,26,22,29,26
3MQK_1_D-E,10,5,8,4,4,7,9,7,5
3MXH_1_R,47,36,43,37,27,33,33,37,34
3NDB_1_M,68,58,66,56,45,57,51,61,61
3NJ7_1_C-D,10,8,8,8,8,8,8,8,8
3NKB_1_B,31,26,30,25,21,25,25,28,24
3NL0_1_B-C,8,5,7,5,4,5,4,5,5
3NMA_1_B-C,2,1,0,1,0,1,1,1,1
3NMU_1_E-K,26,14,20,10,10,9,10,16,16
3NPQ_1_A,25,20,21,18,12,17,15,21,18
3NVI_1_F,9,7,7,7,6,6,6,7,7
3OG8_1_C-D,14,14,14,14,14,14,14,14,14
3OIN_1_C,6,4,4,4,4,4,4,6,4
3OL9_1_B-F-C-G-D-H,32,30,31,28,30,30,28,30,32
3OVB_1_C,14,13,13,12,12,13,13,15,12
3OXE_1_A,39,34,35,32,28,33,31,35,33
3P22_1_A,12,12,12,12,12,12,11,13,12
3P59_1_E-A-C-G-B-D-F-H,38,35,38,34,30,36,33,37,37
3P6Y_1_S,1,0,0,0,0,0,0,1,0
3PDR_1_X,87,69,74,68,56,66,66,74,64
3Q3Z_1_V,43,34,35,32,28,31,33,36,30
3QJJ_1_Q,1,1,0,0,0,1,1,1,1
3QJJ_1_R,1,0,0,0,0,1,1,1,1
3QRP_1_B-C,7,7,7,6,6,6,6,6,6
3R1C_1_E-F,8,8,8,8,8,8,8,8,6
3R1C_1_K-L,8,8,8,8,8,8,8,8,6
3R1C_1_Q-R,8,8,8,8,8,8,8,8,6
3R1D_1_A-B,9,11,9,8,9,8,9,4,8
3R1E_1_A-B,6,6,6,6,6,6,6,6,6
3R2D_1_R-S,8,7,7,7,7,7,7,7,8
3R9X_1_C,15,10,14,9,9,9,9,11,10
3RG5_1_B,40,32,39,32,34,32,37,43,35
3RKF_1_C,39,31,32,32,25,31,29,35,30
3RW6_1_H,32,26,27,24,22,25,26,28,26
3S49_1_E-F,6,6,6,6,6,6,6,6,6
3SIU_1_F,15,11,11,10,10,11,11,11,11
3SJ2_1_A-B,17,18,17,16,17,16,17,17,14
3SKI_1_A,33,29,30,27,25,27,27,28,29
3SKL_1_B,34,27,29,24,23,25,25,28,27
3SN2_1_B,12,12,12,12,12,12,12,13,11
3SNP_1_D,12,12,12,12,12,12,12,14,11
3SUX_1_X,40,38,39,34,33,35,37,41,38
3SZX_1_A-B,17,16,17,13,14,14,15,14,14
3TD0_1_B-A,18,17,18,17,17,17,17,18,18
3TRZ_1_U,7,4,5,4,4,5,5,8,4
3TS2_1_U,6,4,4,5,4,4,4,5,4
3TS2_1_V,5,4,4,4,4,4,4,5,4
3TZR_1_A-B,18,16,16,14,14,16,15,16,15
3U4M_1_B,47,38,38,37,29,37,38,40,32
3V7E_1_C,71,56,59,53,50,56,46,56,56
3VJR_1_B,13,13,14,13,13,13,14,16,13
3VNV_1_T-G,7,7,7,7,7,7,6,7,7
3VYX_1_B-C,10,10,10,10,10,10,10,10,10
3WBM_1_X-Y,24,23,23,21,20,21,23,22,22
3WFS_1_A,36,29,32,28,22,27,23,32,23
3X1L_1_I,0,0,0,0,0,0,0,3,0
3ZC0_1_M,1,0,0,0,0,0,0,0,0
3ZGZ_1_B,38,33,36,32,28,31,32,39,31
402D_1_A-B,8,8,8,8,6,8,8,8,8
406D_1_A-E,17,15,15,15,14,14,15,0,14
409D_1_C-D,6,4,8,6,8,8,6,8,8
418D_1_A-B,8,6,6,6,6,6,6,6,6
419D_1_C-D,6,6,6,6,6,6,6,6,6
422D_1_A-B,8,8,8,8,6,6,8,6,6
433D_1_A-B,14,14,14,14,14,14,14,14,14
435D_1_C-D,8,7,7,7,7,7,7,7,7
438D_1_A-B,8,8,8,8,8,8,7,8,8
464D_1_A-B,6,6,6,6,6,6,6,6,6
472D_1_A-B,8,8,8,8,8,8,8,8,8
485D_1_A-B,8,3,8,8,8,8,8,8,8
4AL5_1_B,6,6,6,6,6,6,6,6,6
4AOB_1_A,53,41,43,37,31,39,34,41,42
4ATO_1_G,13,11,10,11,8,10,10,11,10
4AY2_1_C,8,8,8,8,7,7,7,8,7
4B3G_1_H,0,0,0,0,0,0,1,0,0
4B3R_1_Z-W,8,7,9,6,6,7,6,8,7
4BW0_1_A,13,11,11,10,10,11,9,12,11
4C4W_1_H,15,11,13,10,9,11,9,12,11
4C7O_1_E,22,20,21,17,20,20,20,20,20
4C8Y_1_C,5,4,5,4,4,4,4,4,5
4C8Z_1_C,4,2,4,3,3,3,3,4,4
4C9D_1_D,4,1,4,2,2,3,3,4,3
4CSF_1_u,1,1,0,1,0,0,1,1,0
4E48_1_A-B,20,16,20,15,15,15,20,15,15
4E58_1_D-C-E,7,7,6,5,4,6,7,5,5
4E59_1_A-B,5,6,5,4,4,4,4,4,5
4E5C_1_A-B,19,20,19,18,19,18,18,19,18
4E6B_1_A-B,4,5,4,3,4,3,4,4,4
4E6B_1_E-F,4,5,4,3,4,3,4,4,4
4E78_1_P-T,2,2,2,2,2,2,2,2,2
4E7A_1_P-T,3,2,2,2,2,2,2,2,2
4ED5_1_D,1,1,0,1,0,0,1,0,0
4ENC_1_A,23,19,21,19,17,20,17,21,19
4ERD_1_C-D,22,20,22,19,17,19,19,18,17
4F3T_1_R,0,0,0,0,0,0,1,0,0
4FEN_1_B,43,34,35,34,25,33,32,34,30
4FRG_1_B,39,31,37,29,27,30,29,30,29
4FVU_1_B-C,8,8,8,8,8,8,8,8,8
4G9Z_1_E-F,4,4,4,4,4,4,4,4,4
4GCW_1_B,29,21,22,21,18,20,19,24,17
4GHA_1_I-J,12,12,12,12,12,12,12,12,12
4GV6_1_C-B,3,3,3,3,3,3,3,3,3
4IFD_1_R,4,4,4,0,3,4,3,4,4
4IG8_1_B-C,18,18,18,18,18,18,18,18,18
4ILL_1_R,5,3,3,3,3,3,3,4,3
4J1G_1_E,1,0,0,0,0,0,0,1,0
4J50_1_A-B,17,16,17,14,14,14,16,17,15
4JAB_1_A-B,8,8,8,7,8,8,7,8,8
4JAH_1_A-B,4,4,4,4,4,4,4,4,4
4JF2_1_A,36,31,32,30,26,29,30,32,30
4JNG_1_L,3,0,0,0,0,0,0,3,0
4JRC_1_B,29,22,25,24,19,24,22,24,18
4JRT_1_A-B,12,12,12,12,12,12,12,12,12
4JXZ_1_B,33,29,30,27,23,27,27,33,27
4K27_1_U,26,26,26,21,22,22,25,25,23
4K31_1_B-C,20,20,20,20,20,20,19,21,20
4K4S_1_B-F-C-G-D-H,32,29,30,26,30,30,28,30,30
4K4U_1_B-C-D,17,14,15,14,14,14,14,14,15
4K4Z_1_N-O-P,15,13,14,12,13,13,14,13,13
4K50_1_B,8,7,8,7,7,7,6,8,8
4KQ0_1_B-E,19,20,19,18,19,18,19,19,14
4KR6_1_C,21,10,13,10,10,11,11,11,13
4KR6_1_D,14,10,11,9,9,9,10,12,11
4KYY_1_A-B,17,16,17,16,16,16,17,16,16
4KZD_1_R,43,37,40,39,29,39,40,42,32
4KZY_1_i,1046,620,769,509,513,604,532,732,635
4KZZ_1_j,38,27,32,24,23,25,21,34,26
4L8H_1_R,8,8,8,8,8,8,8,9,8
4LFB_1_A,864,658,726,625,530,637,612,737,614
4LGT_1_E,7,7,7,7,7,7,7,7,6
4LVW_1_A,45,41,43,39,34,38,40,44,42
4LX6_1_A,45,34,36,34,28,34,33,36,31
4M4O_1_B,29,25,28,24,22,25,26,27,21
4M6D_1_H,21,16,19,14,11,14,17,17,11
4M7A_1_P,1,1,0,1,0,1,1,1,1
4MCF_1_B-D-C-A,19,19,19,17,18,17,18,19,19
4N0T_1_B,26,17,20,15,16,17,17,23,19
4NH3_1_B,0,0,0,0,0,0,0,1,0
4NH6_1_B,1,0,0,0,0,0,0,1,0
4NLF_1_A,11,10,11,9,8,9,9,10,10
4O26_1_E,27,19,22,20,17,19,16,20,21
4O41_1_C-D,8,8,8,8,8,8,8,8,8
4OJI_1_A,27,22,25,23,22,24,23,23,21
4OOG_1_D,14,14,14,14,14,14,14,14,14
4OQU_1_A,54,39,44,41,32,39,33,39,40
4P3T_1_A-B,19,18,19,17,16,17,18,18,18
4P3U_1_B-A,18,17,18,16,17,17,17,17,15
4P3U_1_C-D,18,18,18,16,15,16,17,17,15
4P43_1_B-A,20,20,20,20,20,20,20,21,20
4P5J_1_A,40,35,35,34,31,34,34,40,31
4P97_1_A-B,10,10,10,10,10,10,10,11,10
4PCJ_1_A,18,16,16,15,14,14,16,15,16
4PCO_1_A-B,10,10,10,10,10,10,10,10,10
4PDB_1_I,22,19,20,19,13,16,18,18,17
4PEH_1_Z,0,0,0,0,0,0,0,1,0
4PKD_1_V,18,18,19,18,17,17,18,19,18
4PMW_1_D,0,0,0,0,0,0,0,1,0
4PQV_1_A,29,26,26,24,22,23,24,28,23
4PR6_1_B,34,29,31,28,24,28,26,31,28
4PRF_1_B,37,29,34,27,23,27,28,28,28
4PWD_1_T,1,1,0,0,0,1,1,2,1
4QCL_1_B,0,0,0,0,0,0,0,1,0
4QEI_1_C,40,29,34,28,26,28,27,35,28
4QI2_1_G,7,6,6,6,6,6,5,6,6
4QIK_1_C-D,15,15,15,15,15,15,15,15,15
4QIL_1_C,6,6,6,6,6,6,6,6,6
4QLM_1_A,53,49,51,47,40,46,42,50,44
4QOZ_1_A,6,6,6,6,6,6,6,6,6
4QPX_1_P-T,6,6,6,6,6,6,6,6,6
4QQB_1_P,2,0,0,0,0,0,0,2,0
4QU6_1_B,0,0,0,0,0,0,1,0,0
4QU7_1_X,0,0,0,0,0,0,1,1,0
4R3I_1_B,1,0,0,0,0,0,0,0,0
4RDX_1_C,36,29,32,29,23,27,30,35,25
4RGE_1_C,30,25,28,26,21,26,27,30,25
4RMO_1_B,26,13,17,13,12,18,13,17,12
4RUM_1_A,40,34,37,34,31,35,33,39,34
4RWN_1_B-C,19,20,19,18,19,18,19,19,19
4RZD_1_A,42,33,34,32,28,33,34,36,33
4TS2_1_Y-X,45,42,42,40,29,40,42,46,35
4TUW_1_C,6,6,6,6,6,6,6,6,6
4TYY_1_B,1,0,0,0,0,0,0,0,0
4U34_1_B-A,6,6,6,6,6,6,6,6,6
4U35_1_B-A,6,6,6,6,6,6,6,6,6
4U3L_1_A-B,8,8,8,8,8,8,8,8,8
4U7U_1_L,14,7,9,7,7,7,9,11,6
4V88_1_A6,990,669,786,636,551,670,674,792,648
4V90_1_AV,35,26,31,24,22,25,26,34,25
4V99_1_C2,8,5,5,4,4,4,4,5,4
4V9F_1_0,1667,1257,1380,1232,961,1207,1188,1412,1155
4V9F_1_9,73,61,62,54,40,53,52,56,53
4W5N_1_B,0,0,0,0,0,0,0,1,0
4WF9_1_X,1647,1091,1285,1016,852,1084,1002,1274,1052
4WF9_1_Y,77,38,58,24,17,35,31,43,41
4WFL_1_A,57,46,49,44,41,44,45,49,45
4WQ1_1_3K,32,23,24,17,19,21,22,25,23
4WRT_1_V-R,8,8,8,7,6,8,7,8,7
4WSB_1_V-R,12,7,9,7,7,7,7,8,8
4WSM_1_1K,43,18,33,16,11,16,17,25,23
4WTC_1_T-P,5,4,5,5,5,5,5,5,5
4WTD_1_T-P,5,3,5,5,5,5,5,5,5
4WTE_1_T-P,5,3,5,5,5,5,5,5,5
4WTI_1_T-P,2,1,2,2,2,2,2,2,2
